RIG;31/12/2021;22;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;23;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;23;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;24;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;24;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;25;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;25;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;26;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;26;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;27;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;27;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;28;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;28;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;29;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;29;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;30;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;30;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;31/12/2021;31;IT01033011006;31/12/2021;S-2100919;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/12/2021];[DatiOrdineAcquisto|IdDocumento|S-2100919]";;9012768370;
RIG;31/12/2021;31;;;;1015588;;150;20,03;;PULIZIE E SANIFICAZIONE PER COVID 19 ;;3004,50
TES;18/02/2022;32;IT04743741003;18/02/2022;S1-2022-3;;;;;"[CedentePrestatore|RiferimentoAmministrazione|WQY18W];[DatiOrdineAcquisto|Data|18/02/2022];[DatiOrdineAcquisto|IdDocumento|S1-2022-3]";;8828405646;
RIG;18/02/2022;32;;;;4535694;;12;1437,56;;SERVIZIO DI DISINFESTAZIONE E DERATTIZZAZIONE ;;17250,72
TES;18/02/2022;33;IT04743741003;18/02/2022;S1-2022-4;;;;;"[CedentePrestatore|RiferimentoAmministrazione|WQY18W];[DatiOrdineAcquisto|Data|18/02/2022];[DatiOrdineAcquisto|IdDocumento|S1-2022-4]";;8828405646;
RIG;18/02/2022;33;;;;4015973;;180131.76;4,34;;SERVIZIO DI PULIZIA PROTOCOLLO ARANCIONE ;;781771,84
RIG;18/02/2022;33;;;;4015970;;605129.76;0,31;;SERVIZIO DI PULIZIA PROTOCOLLO BIANCO ;;187590,23
RIG;18/02/2022;33;;;;4015972;;45588.72;2,44;;SERVIZIO DI PULIZIA PROTOCOLLO GIALLO ;;111236,48
RIG;18/02/2022;33;;;;4015974;;46765.2;5,69;;SERVIZIO DI PULIZIA PROTOCOLLO ROSSO ;;266093,99
RIG;18/02/2022;33;;;;4015971;;328600;1,45;;SERVIZIO DI PULIZIA PROTOCOLLO VERDE ;;476470,00
TES;18/02/2022;34;IT04743741003;18/02/2022;S1-2022-4;;;;;"[CedentePrestatore|RiferimentoAmministrazione|WQY18W];[DatiOrdineAcquisto|Data|18/02/2022];[DatiOrdineAcquisto|IdDocumento|S1-2022-4]";;8828405646;
RIG;18/02/2022;34;;;;4015973;;180131.76;4,34;;SERVIZIO DI PULIZIA PROTOCOLLO ARANCIONE ;;781771,84
RIG;18/02/2022;34;;;;4015970;;605129.76;0,31;;SERVIZIO DI PULIZIA PROTOCOLLO BIANCO ;;187590,23
RIG;18/02/2022;34;;;;4015972;;45588.72;2,44;;SERVIZIO DI PULIZIA PROTOCOLLO GIALLO ;;111236,48
RIG;18/02/2022;34;;;;4015974;;46765.2;5,69;;SERVIZIO DI PULIZIA PROTOCOLLO ROSSO ;;266093,99
RIG;18/02/2022;34;;;;4015971;;328600;1,45;;SERVIZIO DI PULIZIA PROTOCOLLO VERDE ;;476470,00
